日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20230428,5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5241,日本オーエー研究所,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5242,アイズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5243,ｎｏｔｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5244,ｊｉｇ．ｊｐ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5246,ＥＬＥＭＥＮＴＳ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5247,ＢＴＭ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5248,テクノロジーズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5249,あさかわシステムズ,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5250,プライム・ストラテジー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5251,ウイズ・ワン,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5252,日本ナレッジ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5253,カバー,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5254,Ａｒｅｎｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5255,モンスターラボホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5256,Ｆｕｓｉｃ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5257,ノバシステム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5258,トランザクション・メディア・ネットワークス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5259,ＢＢＤイニシアティブ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5261,リソルホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,5262,日本ヒューム,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5268,旭コンクリート工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5269,日本コンクリート工業,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5271,トーヨーアサノ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5273,三谷セキサン,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5277,スパンクリートコーポレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5279,日本興業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5280,ヨシコン,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,5282,ジオスター,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5283,高見澤,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
20230428,5284,ヤマウホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5285,ヤマックス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5287,イトーヨーギョー,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5288,アジアパイルホールディングス,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5290,ベルテクスコーポレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5301,東海カーボン,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5302,日本カーボン,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5304,ＳＥＣカーボン,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5310,東洋炭素,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5331,ノリタケカンパニーリミテド,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5332,ＴＯＴＯ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5333,日本碍子,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5334,日本特殊陶業,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5337,ダントーホールディングス,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5341,アサヒ衛陶,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5344,ＭＡＲＵＷＡ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5351,品川リフラクトリーズ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5352,黒崎播磨,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5355,日本坩堝,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5357,ヨータイ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5363,東京窯業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5367,ニッカトー,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5368,日本インシュレーション,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5380,新東,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5381,Ｍｉｐｏｘ,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5384,フジミインコーポレーテッド,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5386,鶴弥,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5388,クニミネ工業,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5391,エーアンドエーマテリアル,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5393,ニチアス,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5395,理研コランダム,スタンダード（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,-,-
20230428,5401,日本製鉄,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,2,TOPIX Large70
20230428,5406,神戸製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5408,中山製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5410,合同製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5411,ＪＦＥホールディングス,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5423,東京製鐵,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5440,共英製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5444,大和工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5445,東京鐵鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5446,北越メタル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5449,大阪製鐵,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5451,淀川製鋼所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5458,高砂鐵工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5461,中部鋼鈑,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5463,丸一鋼管,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5464,モリ工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5471,大同特殊鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5476,日本高周波鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5480,日本冶金工業,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5481,山陽特殊製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5482,愛知製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5484,東北特殊鋼,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5491,日本金属,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5525,フロンティアホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,5526,ＬＵＭＢＥＲ　ＯＮＥ,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
20230428,5528,フロンティアハウス,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,5529,Ｎｏ．１都市開発,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,5531,中山不動産,PRO Market,8050,不動産業,17,不動産 ,-,-
20230428,5541,大平洋金属,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5542,新報国マテリアル,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5563,新日本電工,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5570,ジェノバ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5571,エキサイトホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5572,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5573,働楽ホールディングス,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20230428,5602,栗本鐵工所,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5603,虹技,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5609,日本鋳造,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5610,大和重工,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5612,日本鋳鉄管,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5631,日本製鋼所,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
20230428,5632,三菱製鋼,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5644,メタルアート,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5658,日亜鋼業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5659,日本精線,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5660,神鋼鋼線工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5695,パウダーテック,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5697,サンユウ,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5698,エンビプロ・ホールディングス,プライム（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5699,イボキン,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄 ,-,-
20230428,5702,大紀アルミニウム工業所,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5703,日本軽金属ホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5704,ＪＭＣ,グロース（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5706,三井金属鉱業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5707,東邦亜鉛,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5711,三菱マテリアル,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5713,住友金属鉱山,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,2,TOPIX Large70
20230428,5714,ＤＯＷＡホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5715,古河機械金属,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5721,エス・サイエンス,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5724,アサカ理研,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5726,大阪チタニウムテクノロジーズ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5727,東邦チタニウム,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5729,日本精鉱,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5741,ＵＡＣＪ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5742,エヌアイシ・オートテック,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5753,日本伸銅,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5757,ＣＫサンエツ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5759,日本電解,グロース（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5781,東邦金属,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5801,古河電気工業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5802,住友電気工業,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,2,TOPIX Large70
20230428,5803,フジクラ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,4,TOPIX Mid400
20230428,5805,ＳＷＣＣ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5809,タツタ電線,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5816,オーナンバ,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5817,ＪＭＡＣＳ,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5819,カナレ電気,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5820,三ッ星,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5821,平河ヒューテック,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5830,いよぎんホールディングス,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,5831,しずおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20230428,5834,ＳＢＩリーシングサービス,グロース（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20230428,5838,楽天銀行,プライム（内国株式）,7050,銀行業,15,銀行 ,-,-
20230428,5851,リョービ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5852,アーレスティ,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,7,TOPIX Small 2
20230428,5856,エルアイイーエイチ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
20230428,5857,アサヒホールディングス,プライム（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,6,TOPIX Small 1
20230428,5858,ＳＴＧ,PRO Market,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
20230428,5881,サンフェステ,PRO Market,6100,小売業,14,小売 ,-,-
20230428,5883,ＧＴホールディングス,PRO Market,6050,卸売業,13,商社・卸売 ,-,-
20230428,5900,ダイケン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5901,東洋製罐グループホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5902,ホッカンホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5903,シンポ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5905,日本製罐,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5906,エムケー精工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5909,コロナ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5911,横河ブリッジホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5915,駒井ハルテック,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5918,瀧上工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5921,川岸工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5922,那須電機鉄工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5923,高田機工,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5928,アルメタックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5929,三和ホールディングス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5930,文化シヤッター,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5932,三協立山,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5933,アルインコ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5935,元旦ビューティ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5936,東洋シヤッター,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5938,ＬＩＸＩＬ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5939,大谷工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5940,不二サッシ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5941,中西製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5942,日本フイルコン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5943,ノーリツ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5945,天龍製鋸,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5946,長府製作所,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5947,リンナイ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5949,ユニプレス,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,6,TOPIX Small 1
20230428,5950,日本パワーファスニング,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5951,ダイニチ工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5952,アマテイ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5955,ヤマシナ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5956,トーソー,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5957,日東精工,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5958,三洋工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5959,岡部,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5962,浅香工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
20230428,5965,フジマック,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5966,京都機械工具,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5967,ＴＯＮＥ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5969,ロブテックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5970,ジーテクト,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5971,共和工業所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5973,トーアミ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5974,中国工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5975,東プレ,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5976,高周波熱錬,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5981,東京製綱,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5982,マルゼン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5983,イワブチ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5984,兼房,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5985,サンコール,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5986,モリテック　スチール,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5987,オーネックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5988,パイオラックス,プライム（内国株式）,3550,金属製品,3,建設・資材 ,6,TOPIX Small 1
20230428,5989,エイチワン,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5990,スーパーツール,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5991,日本発條,プライム（内国株式）,3550,金属製品,3,建設・資材 ,4,TOPIX Mid400
20230428,5992,中央発條,プライム（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5994,ファインシンター,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5997,協立エアテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,5998,アドバネクス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,7,TOPIX Small 2
20230428,5999,イハラサイエンス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20230428,6005,三浦工業,プライム（内国株式）,3600,機械,8,機械 ,4,TOPIX Mid400
20230428,6013,タクマ,プライム（内国株式）,3600,機械,8,機械 ,6,TOPIX Small 1
20230428,6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20230428,6018,阪神内燃機工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20230428,6022,赤阪鐵工所,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
20230428,6023,ダイハツディーゼル,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20230428,6026,ＧＭＯ　ＴＥＣＨ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6027,弁護士ドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6028,テクノプロ・ホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20230428,6029,アトラグループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,6030,アドベンチャー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6031,サイジニア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6032,インターワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,6033,エクストリーム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6034,ＭＲＴ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6035,アイ・アールジャパンホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20230428,6037,ファーストロジック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,6038,イード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6039,日本動物高度医療センター,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6040,日本スキー場開発,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6042,ニッキ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,-,-
20230428,6044,三機サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20230428,6045,レントラックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6046,リンクバル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20230428,6047,Ｇｕｎｏｓｙ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
